purchase_order_id,purchase_order_date,supplier_id,supplier_name,equipment_category,equipment_type,manufacturer,part_number,order_quantity,unit_cost,total_order_value,currency,procurement_status,buyer,contract_type,production_start_date,supplier_committed_date,original_eta,current_eta,actual_delivery_date,required_on_site_date,shipment_status,shipping_mode,origin_country,destination_country,destination_site,freight_forwarder,customs_status,incoterm,warehouse_receipt_status,tracking_update_date,planned_lead_time_days,current_expected_lead_time_days,actual_lead_time_days,delay_days,supplier_capacity_utilization,supplier_on_time_delivery_rate,historical_supplier_delay_rate,equipment_criticality,alternative_supplier_available,inventory_buffer_days,deployment_dependency,data_center_site,planned_compute_capacity_mw,planned_gpu_capacity,project_phase,required_capacity_date,installation_start_date,_true_arrival,lead_time_variance,supply_concentration,missed_required_date
PO-1470,2026-05-25,SUP-016,Motivair,Cooling Systems,CRAH unit,Motivair,MOT-CS-4265,18,140715.88,2532885.84,USD,In Production,J. Marsh,Capacity Reservation,2026-06-03,2026-10-17,2026-10-17,2026-11-24,,2026-11-30,Not Shipped,Air,United States,United States,CBUS-02,DB Schenker,Not required,EXW,Pending,2026-07-11,145,183.0,,38.0,0.956,0.55,0.485,high,True,14,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2027-01-27,25.9,0.355,1
PO-1471,2026-01-17,SUP-002,Dell,GPU Servers,MGX GPU server,Supermicro,SUP-GS-2103,56,324509.16,18172512.96,USD,In Production,M. Delgado,Spot PO,2026-01-29,2026-06-13,2026-06-13,2026-09-10,,2026-07-15,Not Shipped,Ocean,Taiwan,United States,RIC-05,Kuehne+Nagel,Pending,CIF,Pending,2026-07-12,147,236.0,,89.0,0.919,0.55,0.453,critical,False,17,High,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-09-17,22.4,0.259,1
PO-1472,2025-05-14,SUP-D01,WWT,GPU Servers,HGX H200 8-GPU server,Supermicro,SUP-GS-7428,64,246541.37,15778647.68,USD,Delivered,A. Whitfield,Framework Agreement,2025-06-01,2025-09-11,2025-09-11,2025-09-11,2025-09-11,2025-10-13,Delivered,Air,Taiwan,United States,PHX-04,DB Schenker,Cleared,EXW,Received,2026-07-12,120,120.0,120.0,0.0,0.674,0.686,0.352,critical,True,15,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2025-09-11,26.2,0.274,0
PO-1473,2025-10-03,SUP-002,Dell,GPU Servers,MGX GPU server,Supermicro,SUP-GS-2103,28,319847.69,8955735.32,USD,Delivered,M. Delgado,Capacity Reservation,2025-10-08,2025-11-27,2025-11-27,2025-12-13,2025-12-13,2025-12-02,Delivered,Air,Taiwan,Ireland,DUB-06,Expeditors,Cleared,FOB,Received,2026-07-13,55,71.0,71.0,16.0,0.919,0.55,0.453,critical,False,15,High,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2025-12-13,22.4,0.259,1
PO-1474,2026-03-30,SUP-D02,Insight Enterprises,Network Equipment,Top-of-rack switch,Arista,ARI-NE-9899,53,85315.0,4521695.0,USD,In Production,M. Delgado,Capacity Reservation,2026-04-13,2026-07-26,2026-07-26,2026-07-26,,2026-12-29,Not Shipped,Air,United States,Ireland,DUB-06,DB Schenker,Not required,DDP,Pending,2026-07-15,118,118.0,,0.0,0.703,0.675,0.352,high,False,23,Medium,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-07-25,22.0,0.21,0
PO-1475,2025-12-04,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,4,409968.63,1639874.52,USD,In Production,L. Tran,Framework Agreement,2025-12-22,2026-05-17,2026-05-17,2026-10-28,,2026-07-09,Not Shipped,Air,Taiwan,United States,SLC-08,Expeditors,Pending,FOB,Pending,2026-07-15,164,328.0,,164.0,0.907,0.591,0.416,critical,False,15,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-11-01,23.2,1.0,1
PO-1476,2026-03-16,SUP-004,NVIDIA,NVIDIA GPU Systems,GB200 NVL72 rack system,NVIDIA,NVI-NGS-7164,15,288869.43,4333041.45,USD,In Production,M. Delgado,Framework Agreement,2026-03-29,2026-08-08,2026-08-08,2026-12-05,,2026-08-16,Not Shipped,Air,Taiwan,Ireland,DUB-06,Expeditors,Pending,FOB,Pending,2026-07-15,145,264.0,,119.0,0.907,0.591,0.416,critical,False,16,High,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-12-26,23.2,1.0,1
PO-1477,2025-12-13,SUP-023,Rittal,Racks,48U server rack,Rittal,RIT-R-8757,121,9407.51,1138308.71,EUR,Delivered,L. Tran,Framework Agreement,2025-12-18,2026-01-30,2026-01-30,2026-01-28,2026-01-28,2026-02-09,Delivered,Truck,Germany,United States,CBUS-02,Expeditors,Cleared,DAP,Received,2026-07-14,48,46.0,46.0,-2.0,0.604,0.712,0.316,low,True,44,Low,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-01-28,12.1,0.272,0
PO-1478,2025-12-06,SUP-D01,WWT,Network Equipment,Top-of-rack switch,Cisco,CIS-NE-9652,97,40873.28,3964708.16,USD,Delivered,S. Park,Master Supply Agreement,2025-12-16,2026-03-16,2026-03-16,2026-03-16,2026-03-16,2026-08-06,Delivered,Air,Mexico,United States,RIC-05,DHL Industrial Projects,Cleared,CIF,Received,2026-07-13,100,100.0,100.0,0.0,0.674,0.686,0.352,high,True,14,Medium,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-03-16,26.2,0.268,0
PO-1479,2026-05-09,SUP-003,Foxconn Industrial,GPU Servers,MGX GPU server,Supermicro,SUP-GS-2103,28,308541.84,8639171.52,USD,In Production,L. Tran,Capacity Reservation,2026-05-20,2026-09-19,2026-09-19,2026-11-11,,2026-09-24,Not Shipped,Air,Taiwan,United States,ATL-01,Expeditors,Pending,FOB,Pending,2026-07-14,133,186.0,,53.0,0.864,0.567,0.437,critical,True,14,High,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-12-29,18.8,0.23,1
PO-1480,2025-08-10,SUP-027,MTU,Backup Generators,2.5MW gas genset,Cummins,CUM-BG-8832,4,1477276.19,5909104.76,USD,In Production,K. Osei,Framework Agreement,2025-08-27,2026-04-23,2026-04-23,2026-08-20,,2026-07-25,Not Shipped,Truck,United States,Singapore,SIN-07,DB Schenker,Not required,DDP,Pending,2026-07-14,256,375.0,,119.0,0.925,0.55,0.45,critical,False,16,High,SIN-07,60,40000,Phase 2 expansion,2027-04-14,2026-11-13,2026-08-22,46.2,0.387,1
PO-1481,2025-07-13,SUP-026,Cummins,Backup Generators,2.5MW gas genset,Caterpillar,CAT-BG-8411,1,1586709.89,1586709.89,USD,Delivered,L. Tran,Framework Agreement,2025-07-23,2026-03-15,2026-03-15,2026-06-08,2026-06-08,2026-10-05,Delivered,Truck,United States,United States,ATL-01,Expeditors,Not required,CIF,Received,2026-07-12,245,330.0,330.0,85.0,0.879,0.55,0.462,critical,False,15,High,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-06-08,40.6,0.264,0
PO-1482,2026-06-29,SUP-D02,Insight Enterprises,Power Distribution Units,Rack PDU metered,Vertiv,VER-PDU-4486,127,20395.77,2590262.79,USD,In Production,K. Osei,Master Supply Agreement,2026-07-05,2026-09-10,2026-09-10,2026-09-13,,2026-09-20,Not Shipped,Truck,Mexico,United States,DFW-03,Flexport,Pending,DAP,Pending,2026-07-13,73,76.0,,3.0,0.703,0.675,0.352,medium,False,42,Low,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-09-29,22.0,0.213,1
PO-1483,2026-05-08,SUP-017,Boyd,Cooling Systems,Liquid cooling CDU,Vertiv,VER-CS-2673,31,95552.73,2962134.63,USD,In Production,L. Tran,Capacity Reservation,2026-05-28,2026-09-29,2026-09-29,2026-10-28,,2027-02-03,Not Shipped,Air,Mexico,United States,PHX-04,Kuehne+Nagel,Pending,DAP,Pending,2026-07-14,144,173.0,,29.0,0.924,0.55,0.492,high,False,14,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-11-30,29.5,0.33,0
PO-1484,2026-01-02,SUP-015,Vertiv,Cooling Systems,Liquid cooling CDU,Motivair,MOT-CS-4222,25,113864.4,2846610.0,USD,Delivered,S. Park,Spot PO,2026-01-07,2026-05-21,2026-05-21,2026-07-02,2026-07-02,2026-05-21,Delivered,Ocean,United States,United States,DFW-03,Expeditors,Not required,EXW,Received,2026-07-12,139,181.0,181.0,42.0,0.864,0.595,0.443,high,False,25,Medium,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-07-02,51.9,0.315,1
PO-1485,2026-05-10,SUP-D02,Insight Enterprises,Network Equipment,800G data center switch,Cisco,CIS-NE-2674,56,71575.82,4008245.92,USD,In Production,J. Marsh,Capacity Reservation,2026-05-24,2026-08-26,2026-08-26,2026-08-26,,2026-08-23,Not Shipped,Air,Mexico,United States,SLC-08,Expeditors,Pending,DAP,Pending,2026-07-13,108,108.0,,0.0,0.703,0.675,0.352,high,True,14,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-08-24,22.0,0.21,1
PO-1486,2026-03-01,SUP-001,Supermicro,GPU Servers,HGX H200 8-GPU server,Dell,DEL-GS-7457,54,198859.77,10738427.58,USD,In Production,K. Osei,Spot PO,2026-03-14,2026-06-01,2026-06-01,2026-08-01,,2026-09-02,Not Shipped,Air,Mexico,United States,ATL-01,Expeditors,Pending,DAP,Pending,2026-07-15,92,153.0,,61.0,0.896,0.55,0.483,critical,False,16,High,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-08-05,17.9,0.236,0
PO-1487,2025-06-06,SUP-023,Rittal,Racks,48U server rack,Rittal,RIT-R-8757,126,10297.78,1297520.28,EUR,Delivered,A. Whitfield,Spot PO,2025-06-24,2025-07-25,2025-07-25,2025-07-25,2025-07-25,2027-04-10,Delivered,Truck,Germany,United States,SLC-08,Expeditors,Cleared,CIF,Received,2026-07-14,49,49.0,49.0,0.0,0.604,0.712,0.316,low,True,30,Low,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2025-07-25,12.1,0.272,0
PO-1488,2025-09-20,SUP-D01,WWT,Storage Systems,NVMe expansion shelf,Pure Storage,PUR-SS-1306,3,435571.97,1306715.91,USD,Delivered,S. Park,Spot PO,2025-10-05,2025-11-30,2025-11-30,2025-12-23,2025-12-23,2025-12-12,Delivered,Air,United States,United States,CBUS-02,DB Schenker,Not required,DDP,Received,2026-07-12,71,94.0,94.0,23.0,0.674,0.686,0.352,high,False,26,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2025-12-23,26.2,0.213,1
PO-1489,2026-04-19,SUP-D01,WWT,Racks,Seismic rack enclosure,Legrand,LEG-R-1930,32,5933.22,189863.04,USD,Delivered,A. Whitfield,Capacity Reservation,2026-05-05,2026-06-02,2026-06-02,2026-05-27,2026-05-27,2026-12-10,Delivered,Truck,Mexico,United States,CBUS-02,Flexport,Cleared,FOB,Received,2026-07-11,44,38.0,38.0,-6.0,0.674,0.686,0.352,low,True,34,Low,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-05-27,26.2,0.166,0
PO-1490,2026-07-14,SUP-D02,Insight Enterprises,Storage Systems,Object storage cluster node,Pure Storage,PUR-SS-9466,6,312478.74,1874872.44,USD,Ordered,S. Park,Spot PO,2026-07-30,2026-11-01,2026-11-01,2026-11-01,,2027-01-28,Not Shipped,Truck,United States,United States,PHX-04,Expeditors,Not required,DAP,Pending,2026-07-13,110,110.0,,0.0,0.703,0.675,0.352,high,True,21,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-11-01,22.0,0.303,0
PO-1491,2026-02-21,SUP-D01,WWT,GPU Servers,4U 8-GPU air-cooled server,Supermicro,SUP-GS-2677,47,179641.71,8443160.37,USD,Delivered,S. Park,Spot PO,2026-03-10,2026-05-18,2026-05-18,2026-05-16,2026-05-16,2026-06-22,Delivered,Air,Taiwan,United States,RIC-05,Expeditors,Cleared,EXW,Received,2026-07-15,86,84.0,84.0,-2.0,0.674,0.686,0.352,critical,True,12,High,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-05-16,26.2,0.274,0
PO-1492,2026-03-08,SUP-016,Motivair,Cooling Systems,Rear-door heat exchanger,Motivair,MOT-CS-6636,24,217764.89,5226357.36,USD,In Production,M. Delgado,Master Supply Agreement,2026-03-28,2026-10-24,2026-10-24,2027-01-20,,2027-01-03,Not Shipped,Ocean,United States,United States,CBUS-02,Kuehne+Nagel,Not required,EXW,Pending,2026-07-13,230,318.0,,88.0,0.956,0.55,0.485,high,False,30,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2027-03-29,25.9,0.355,1
PO-1493,2026-07-11,SUP-012,Carrier,Chillers,Water-cooled centrifugal chiller,Carrier,CAR-C-1474,2,671645.69,1343291.38,USD,Ordered,M. Delgado,Master Supply Agreement,2026-07-26,2027-03-21,2027-03-21,2027-03-25,,2027-07-10,Not Shipped,Ocean,United States,United States,RIC-05,Expeditors,Not required,DDP,Pending,2026-07-13,253,257.0,,4.0,0.653,0.7,0.327,critical,False,20,High,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2027-05-19,33.4,0.449,0
PO-1494,2025-06-05,SUP-006,Arista,Network Equipment,DCI router,Cisco,CIS-NE-4362,119,75388.74,8971260.06,USD,Delivered,J. Marsh,Capacity Reservation,2025-06-11,2025-08-18,2025-08-18,2025-11-06,2025-11-06,2027-02-10,Delivered,Ocean,Mexico,United States,PHX-04,Kuehne+Nagel,Cleared,DDP,Received,2026-07-15,74,154.0,154.0,80.0,0.873,0.55,0.493,high,True,15,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2025-11-06,14.1,0.19,0
PO-1495,2025-08-31,SUP-002,Dell,GPU Servers,HGX H200 8-GPU server,Foxconn Industrial,FOX-GS-7560,37,183894.27,6804087.99,USD,Delivered,A. Whitfield,Framework Agreement,2025-09-19,2026-01-02,2026-01-02,2026-03-12,2026-03-12,2025-12-27,Delivered,Air,Taiwan,United States,SLC-08,Flexport,Cleared,DDP,Received,2026-07-15,124,193.0,193.0,69.0,0.919,0.55,0.453,critical,True,13,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-03-12,22.4,0.259,1
PO-1496,2026-06-05,SUP-001,Supermicro,GPU Servers,4U 8-GPU air-cooled server,Foxconn Industrial,FOX-GS-6957,17,270181.86,4593091.62,USD,In Production,A. Whitfield,Master Supply Agreement,2026-06-22,2026-10-14,2026-10-14,2026-11-14,,2026-10-17,Not Shipped,Air,Taiwan,United States,CBUS-02,DB Schenker,Pending,DAP,Pending,2026-07-11,131,162.0,,31.0,0.896,0.55,0.483,critical,False,15,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2027-02-04,17.9,0.236,1
PO-1497,2026-06-24,SUP-002,Dell,GPU Servers,MGX GPU server,Supermicro,SUP-GS-2103,30,325873.98,9776219.4,USD,In Production,S. Park,Framework Agreement,2026-07-07,2026-09-03,2026-09-03,2026-09-12,,2026-10-17,Not Shipped,Air,Taiwan,United States,ATL-01,DHL Industrial Projects,Pending,DAP,Pending,2026-07-11,71,80.0,,9.0,0.919,0.55,0.453,critical,False,8,High,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-10-16,22.4,0.259,0
PO-1498,2025-12-07,SUP-002,Dell,GPU Servers,MGX GPU server,Dell,DEL-GS-8219,15,218405.99,3276089.85,USD,Delivered,J. Marsh,Master Supply Agreement,2025-12-24,2026-04-25,2026-04-25,2026-06-11,2026-06-11,2027-02-01,Delivered,Air,Mexico,United States,SLC-08,Expeditors,Cleared,DDP,Received,2026-07-13,139,186.0,186.0,47.0,0.919,0.55,0.453,critical,False,17,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-06-11,22.4,0.259,0
PO-1499,2025-07-11,SUP-D02,Insight Enterprises,Storage Systems,All-flash storage array,VAST Data,VAS-SS-1997,8,462531.97,3700255.76,USD,Delivered,S. Park,Framework Agreement,2025-07-26,2025-10-13,2025-10-13,2025-11-06,2025-11-06,2027-03-13,Delivered,Truck,United States,United States,SLC-08,DHL Industrial Projects,Not required,DAP,Received,2026-07-13,94,118.0,118.0,24.0,0.703,0.675,0.352,high,True,10,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2025-11-06,22.0,0.303,0
PO-1500,2026-07-05,SUP-003,Foxconn Industrial,GPU Servers,4U 8-GPU air-cooled server,Dell,DEL-GS-3478,14,247555.99,3465783.86,USD,Ordered,S. Park,Master Supply Agreement,2026-07-19,2026-10-23,2026-10-23,2026-10-31,,2026-11-11,Not Shipped,Ocean,Mexico,United States,ATL-01,Kuehne+Nagel,Pending,DDP,Pending,2026-07-12,110,118.0,,8.0,0.864,0.567,0.437,critical,True,13,High,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-11-26,18.8,0.23,1
PO-1501,2026-03-26,SUP-001,Supermicro,GPU Servers,4U 8-GPU air-cooled server,Supermicro,SUP-GS-2677,32,165999.29,5311977.28,USD,In Production,A. Whitfield,Master Supply Agreement,2026-04-02,2026-07-11,2026-07-11,2026-10-09,,2026-08-27,Not Shipped,Air,Taiwan,Singapore,SIN-07,DB Schenker,Pending,DAP,Pending,2026-07-12,107,197.0,,90.0,0.896,0.55,0.483,critical,True,7,High,SIN-07,60,40000,Phase 2 expansion,2027-04-14,2026-11-13,2026-10-03,17.9,0.236,1
PO-1502,2025-09-11,SUP-019,Schneider Electric,Power Distribution Units,Floor PDU 400kVA,Vertiv,VER-PDU-3281,167,29485.76,4924121.92,USD,Delivered,J. Marsh,Capacity Reservation,2025-09-21,2026-01-10,2026-01-10,2026-02-01,2026-02-01,2026-01-28,Delivered,Truck,Mexico,United States,SLC-08,Flexport,Cleared,DDP,Received,2026-07-13,121,143.0,143.0,22.0,0.774,0.683,0.358,medium,True,42,Low,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-02-01,34.9,0.137,1
PO-1503,2025-10-13,SUP-017,Boyd,Cooling Systems,Liquid cooling CDU,Boyd,BOY-CS-8907,11,169076.75,1859844.25,USD,Delivered,M. Delgado,Spot PO,2025-10-30,2026-04-03,2026-04-03,2026-05-17,2026-05-17,2026-12-02,Delivered,Ocean,United States,United States,CBUS-02,DB Schenker,Not required,EXW,Received,2026-07-15,172,216.0,216.0,44.0,0.924,0.55,0.492,high,False,30,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-05-17,29.5,0.33,0
PO-1504,2026-03-13,SUP-D01,WWT,Racks,Cable management kit,Rittal,RIT-R-5537,20,4214.39,84287.8,EUR,Delivered,K. Osei,Spot PO,2026-03-28,2026-05-24,2026-05-24,2026-06-24,2026-06-24,2026-05-22,Delivered,Truck,Germany,Ireland,DUB-06,DHL Industrial Projects,Cleared,FOB,Received,2026-07-13,72,103.0,103.0,31.0,0.674,0.686,0.352,low,True,52,Low,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-06-24,26.2,0.166,1
PO-1505,2026-07-01,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-2 QM9700 switch,NVIDIA Networking,NVI-IS-6966,34,48078.09,1634655.06,USD,In Production,K. Osei,Capacity Reservation,2026-07-07,2026-11-24,2026-11-24,2026-11-25,,2026-12-22,Not Shipped,Ocean,Israel,United States,PHX-04,Kuehne+Nagel,Pending,CIF,Pending,2026-07-11,146,147.0,,1.0,0.929,0.593,0.436,critical,False,6,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2027-01-16,22.1,1.0,1
PO-1506,2025-07-26,SUP-D01,WWT,Racks,Cable management kit,Rittal,RIT-R-5537,114,3891.13,443588.82,EUR,Delivered,M. Delgado,Capacity Reservation,2025-07-31,2025-09-16,2025-09-16,2025-10-01,2025-10-01,2025-10-07,Delivered,Truck,Germany,United States,DFW-03,DHL Industrial Projects,Cleared,CIF,Received,2026-07-15,52,67.0,67.0,15.0,0.674,0.686,0.352,low,True,33,Low,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2025-10-01,26.2,0.166,0
PO-1507,2025-12-27,SUP-012,Carrier,Chillers,Water-cooled centrifugal chiller,Carrier,CAR-C-1474,6,739975.6,4439853.6,USD,In Production,M. Delgado,Master Supply Agreement,2026-01-11,2026-10-07,2026-10-07,2026-10-07,,2026-10-27,Not Shipped,Ocean,United States,United States,CBUS-02,DB Schenker,Not required,FOB,Pending,2026-07-12,284,284.0,,0.0,0.653,0.7,0.327,critical,False,10,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-10-05,33.4,0.449,0
PO-1508,2025-11-11,SUP-005,NVIDIA Networking,InfiniBand Switches,NDR 400G cable set,NVIDIA Networking,NVI-IS-8634,26,48696.6,1266111.6,USD,Delivered,S. Park,Master Supply Agreement,2025-12-01,2026-03-23,2026-03-23,2026-05-27,2026-05-27,2026-12-04,Delivered,Air,Israel,United States,PHX-04,Expeditors,Cleared,FOB,Received,2026-07-15,132,197.0,197.0,65.0,0.929,0.593,0.436,critical,False,9,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-05-27,22.1,1.0,0
PO-1509,2026-02-24,SUP-015,Vertiv,Cooling Systems,Liquid cooling CDU,Vertiv,VER-CS-2673,11,95212.69,1047339.59,USD,In Production,M. Delgado,Framework Agreement,2026-03-09,2026-09-07,2026-09-07,2026-09-07,,2026-10-06,Not Shipped,Ocean,Mexico,United States,RIC-05,DHL Industrial Projects,Pending,FOB,Pending,2026-07-11,195,195.0,,0.0,0.864,0.595,0.443,high,False,12,Medium,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-08-31,51.9,0.315,0
PO-1510,2026-02-26,SUP-020,Raritan,Power Distribution Units,Overhead busway 1600A,Schneider Electric,SCH-PDU-1233,215,53440.57,11489722.55,USD,Delivered,A. Whitfield,Capacity Reservation,2026-03-09,2026-05-29,2026-05-29,2026-06-15,2026-06-15,2026-05-28,Delivered,Truck,Mexico,United States,PHX-04,DHL Industrial Projects,Cleared,DAP,Received,2026-07-15,92,109.0,109.0,17.0,0.696,0.688,0.314,medium,True,23,Low,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-06-15,24.5,0.325,1
PO-1511,2025-10-14,SUP-004,NVIDIA,NVIDIA GPU Systems,GB200 NVL72 rack system,NVIDIA,NVI-NGS-7164,4,281392.83,1125571.32,USD,Delivered,S. Park,Spot PO,2025-10-30,2026-04-06,2026-04-06,2026-06-04,2026-06-04,2027-02-10,Delivered,Air,Taiwan,United States,SLC-08,Expeditors,Cleared,FOB,Received,2026-07-11,174,233.0,233.0,59.0,0.907,0.591,0.416,critical,False,13,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-06-04,23.2,1.0,0
PO-1512,2025-09-12,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,2,410236.78,820473.56,USD,In Production,M. Delgado,Spot PO,2025-09-20,2026-03-10,2026-03-10,2026-08-03,,2026-03-15,Not Shipped,Air,Taiwan,United States,PHX-04,Expeditors,Pending,DAP,Pending,2026-07-13,179,325.0,,146.0,0.907,0.591,0.416,critical,False,16,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-08-06,23.2,1.0,1
PO-1513,2025-11-17,SUP-D03,Graybar,UPS Systems,Static UPS 750kVA,Schneider Electric,SCH-US-8624,11,365119.44,4016313.84,USD,Delivered,L. Tran,Master Supply Agreement,2025-12-06,2026-05-10,2026-05-10,2026-06-19,2026-06-19,2026-07-19,Delivered,Ocean,Mexico,United States,PHX-04,DB Schenker,Cleared,EXW,Received,2026-07-15,174,214.0,214.0,40.0,0.78,0.649,0.386,high,False,28,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-06-19,35.9,0.175,0
PO-1514,2025-08-23,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-2 QM9700 switch,NVIDIA Networking,NVI-IS-6966,61,47091.13,2872558.93,USD,Delivered,A. Whitfield,Spot PO,2025-09-11,2026-01-22,2026-01-22,2026-04-23,2026-04-23,2027-01-15,Delivered,Ocean,Israel,United States,PHX-04,DHL Industrial Projects,Cleared,EXW,Received,2026-07-12,152,243.0,243.0,91.0,0.929,0.593,0.436,critical,False,7,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-04-23,22.1,1.0,0
PO-1515,2026-07-11,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-X800 switch,NVIDIA Networking,NVI-IS-2889,74,64002.34,4736173.16,USD,Ordered,K. Osei,Capacity Reservation,2026-07-28,2026-09-20,2026-09-20,2026-09-21,,2026-09-21,Not Shipped,Air,Israel,United States,DFW-03,Kuehne+Nagel,Pending,EXW,Pending,2026-07-15,71,72.0,,1.0,0.929,0.593,0.436,critical,True,19,High,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-10-07,22.1,1.0,1
PO-1516,2026-01-12,SUP-001,Supermicro,GPU Servers,4U 8-GPU air-cooled server,Dell,DEL-GS-3478,8,246203.9,1969631.2,USD,Delivered,S. Park,Master Supply Agreement,2026-01-19,2026-05-02,2026-05-02,2026-06-23,2026-06-23,2026-05-30,Delivered,Air,Mexico,United States,PHX-04,Expeditors,Cleared,FOB,Received,2026-07-15,110,162.0,162.0,52.0,0.896,0.55,0.483,critical,True,16,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-06-23,17.9,0.236,1
PO-1517,2025-09-23,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,14,421144.36,5896021.04,USD,Delivered,K. Osei,Framework Agreement,2025-10-06,2026-02-24,2026-02-24,2026-04-23,2026-04-23,2026-09-25,Delivered,Air,Taiwan,United States,ATL-01,Flexport,Cleared,EXW,Received,2026-07-12,154,212.0,212.0,58.0,0.907,0.591,0.416,critical,False,9,High,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-04-23,23.2,1.0,0
PO-1518,2025-10-03,SUP-005,NVIDIA Networking,InfiniBand Switches,NDR 400G cable set,NVIDIA Networking,NVI-IS-8634,66,44564.75,2941273.5,USD,Delivered,K. Osei,Spot PO,2025-10-13,2026-02-27,2026-02-27,2026-05-15,2026-05-15,2026-03-23,Delivered,Air,Israel,United States,DFW-03,Flexport,Cleared,DDP,Received,2026-07-14,147,224.0,224.0,77.0,0.929,0.593,0.436,critical,False,16,High,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-05-15,22.1,1.0,1
PO-1519,2026-03-04,SUP-019,Schneider Electric,UPS Systems,Static UPS 750kVA,Eaton,EAT-US-1451,4,130720.12,522880.48,USD,In Production,S. Park,Master Supply Agreement,2026-03-12,2026-08-06,2026-08-06,2026-09-24,,2026-09-08,Not Shipped,Truck,United States,United States,RIC-05,Expeditors,Not required,FOB,Pending,2026-07-15,155,204.0,,49.0,0.774,0.683,0.358,high,True,11,Medium,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-10-01,34.9,0.378,1
